timestamp,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
131281.0,0.7203422060409957,0.8961354331605542,0.5999082407839277,0.6447153712718181,0.5577293136626043,0.4957264957264957,0.5397727272727272,0.5302114803625377,0.5696741557022752,0.5548441766312023,0.5584338096843917,0.6329688432412444,0.1634475605211417,0.1502614636618421,0.2162975207141951,0.4136314151461482,0.5709002986772863,0.6151146760245644,0.430682929100135,0.6722631722631722,0.0286677908937605,0.0355871886120996,0.1890104813328328,0.0130718954248366,0.2027649769585253
131282.0,0.7204554452834746,0.8962412408460241,0.6000942345581727,0.6447245535926932,0.5596536241180243,0.5017410572966129,0.5340909090909091,0.5411631419939577,0.564489621431625,0.5634581384887383,0.5527780403212288,0.6332069805035623,0.1669930869230678,0.1518753748356513,0.2169506383496994,0.4205979901700131,0.5656378893471768,0.6220077703972928,0.4290954797262697,0.6719901719901719,0.026981450252951,0.0355871886120996,0.1843039875263477,0.008714596949891,0.2304147465437788
131283.0,0.7207028588294356,0.8962564980519729,0.5998823403727243,0.6447290919581635,0.5702373316228352,0.5087052864830642,0.5397727272727272,0.554380664652568,0.5792119887901961,0.5790687212963835,0.5595960020272244,0.6692217394105963,0.1683294282259548,0.1527231345026981,0.2198739374671153,0.4242702213396851,0.5801450718247759,0.6449429753101892,0.4261067920487873,0.6893256893256893,0.0236087689713322,0.0355871886120996,0.1732162965957324,0.0130718954248366,0.2211981566820276
131284.0,0.7203444088249389,0.8963314736576417,0.5999231026398641,0.6447252988941569,0.5769724182168056,0.5264324153213041,0.5511363636363635,0.5415407854984894,0.6045622951598347,0.5901662325162937,0.5956387448789441,0.6363111697582486,0.1613754287323889,0.1492876006789655,0.2111032535310394,0.4153741568265393,0.6054615275209785,0.6479508710364708,0.4495600763465388,0.6644826644826645,0.0252951096121416,0.0355871886120996,0.1749198741085092,0.0108932461873638,0.216589861751152
131285.0,0.7208893920598405,0.8964091874339929,0.6002369319031673,0.6447047233693273,0.5638229634381013,0.5207344096232985,0.5625,0.5381419939577039,0.5972022989597682,0.589400454027137,0.5763283823472785,0.6334927452183439,0.1586926165610474,0.144976473638505,0.2102756245604116,0.4071447645248038,0.598350163561371,0.6495801478882065,0.4342861133094363,0.6614796614796614,0.026981450252951,0.0355871886120996,0.193254988017209,0.0130718954248366,0.1981566820276497
131286.0,0.721089886909722,0.8962300028602267,0.6010163264496847,0.6447204295801403,0.5763309813983323,0.5172522950300728,0.5340909090909091,0.5385196374622356,0.6127844012729777,0.5947337036688322,0.5849545877620524,0.6363447891364582,0.1587629088800216,0.1482139694360653,0.2121360349102246,0.4114341417650063,0.6141373915516996,0.654718636420604,0.4481076299986034,0.6524706524706524,0.0252951096121416,0.0355871886120996,0.2094967227788525,0.0108932461873638,0.216589861751152
131287.0,0.7216883727010124,0.8962131502789267,0.6005553295206039,0.6447221013373625,0.5657472738935215,0.5042735042735043,0.5454545454545454,0.5249244712990937,0.6031776943903481,0.5926330435510362,0.5973481944595164,0.6366697764591511,0.1547904605857221,0.1424407249740245,0.2045258027489783,0.3994164291543524,0.605034845683402,0.652588043614488,0.4558074577533634,0.6633906633906633,0.026981450252951,0.0355871886120996,0.1848814714289839,0.0108932461873638,0.2258064516129032
131288.0,0.7220933194417513,0.8961596311525116,0.6007802278299967,0.6447115149872978,0.5667094291212316,0.5182019626464072,0.5625,0.5377643504531722,0.6156129767729064,0.6023810271056294,0.6026476826359207,0.6430602599338259,0.1577387204428496,0.1446160162558594,0.2037115538306114,0.4119596047711345,0.6162708007395818,0.6581025191126707,0.457446115171547,0.674993174993175,0.0219224283305227,0.0355871886120996,0.1963300897987469,0.008714596949891,0.2258064516129032
131289.0,0.7222870944826302,0.8962299003129466,0.6009832941122322,0.6447076815555755,0.5657472738935215,0.5077556188667299,0.5738636363636362,0.5241691842900302,0.6050040374293449,0.6002217828411219,0.5849833703033408,0.6345601604764987,0.1547602658472866,0.1421027723602563,0.205143786572421,0.3997150784022722,0.6063148911961315,0.6664995613485398,0.4438433964899213,0.6713076713076712,0.0320404721753794,0.0355871886120996,0.1873790893078855,0.008714596949891,0.216589861751152
131290.0,0.7224590874295015,0.8962360519184763,0.601215378266217,0.6447123803910565,0.5638229634381013,0.5071225071225071,0.5795454545454545,0.5211480362537765,0.6021018382178311,0.589827281381749,0.5888402308359811,0.6297245732440178,0.1580509179218914,0.1431796720096038,0.2080211977024025,0.4034339153277999,0.6029014364955199,0.6502067928311819,0.4499976723616219,0.6683046683046683,0.026981450252951,0.0355871886120996,0.1961279704328241,0.008714596949891,0.216589861751152
