timestamp,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
0.0,0.7326893750079723,0.7617475685168785,0.6068480094119859,0.4887458969388338,0.4243104554201411,0.4036087369420703,0.5193181818181818,0.3987915407854985,0.4514534745641951,0.4470765464645514,0.46333590431438626,0.4873240936075554,0.15192857446975847,0.13845823607050683,0.2014665583294264,0.3187968986906816,0.4518560659934575,0.5715001879934829,0.4697174247008985,0.6098826098826098,0.008431703204047219,0.0,0.4818381312620911,0.006535947712418301,0.1382488479262673
1.0,0.7327988303105597,0.7618545448543697,0.6071332153877754,0.48878092010251056,0.4320076972418217,0.4102564102564103,0.5113636363636364,0.4025679758308157,0.45565715099985743,0.4494743118978125,0.45926706425468977,0.494655919672099,0.1514870979548863,0.13801121363416635,0.2021104936823619,0.32146342150077717,0.456122884369222,0.5622258428374483,0.46653321539965553,0.6298116298116297,0.008431703204047219,0.0,0.4772182600410014,0.006535947712418301,0.1152073732718894
2.0,0.7329379626940226,0.7615937359877355,0.6068951659044124,0.4887913353068049,0.4188582424631174,0.4077239632795189,0.4886363636363636,0.39652567975830816,0.4561036431862442,0.45128205128205134,0.47158676983262954,0.49033302795731465,0.1536702676334404,0.14076273906891879,0.203353975308312,0.347219469246787,0.4566917934859906,0.5720015039478631,0.4878450723895536,0.6435981435981435,0.0067453625632377745,0.0,0.4926226431438224,0.008714596949891068,0.09216589861751152
3.0,0.7328933663337142,0.7616560652095431,0.6064779261613295,0.48880229163866157,0.4178960872354073,0.4042418486862931,0.5,0.40558912386706947,0.46001994965088105,0.4566278546694703,0.47690998415793373,0.480857966531909,0.1534258686615381,0.14121480901749303,0.20134517646113714,0.3619035539701474,0.46053193002417864,0.5633538037348038,0.4795121269959499,0.6446901446901446,0.008431703204047219,0.0,0.4570640718389975,0.008714596949891068,0.14285714285714285
4.0,0.732787948188432,0.761572986609795,0.6067770308153868,0.48879997850182266,0.42110327132777425,0.4074074074074074,0.5113636363636364,0.3995468277945619,0.45850710112573023,0.4546108861898336,0.45103175686687264,0.45879524958185897,0.15333494772531867,0.13971826497962317,0.2030965381818816,0.3597672271378649,0.4588252026738728,0.5633538037348038,0.44829849634560776,0.6299481299481299,0.0067453625632377745,0.0,0.47222302428319807,0.006535947712418301,0.17050691244239632
5.0,0.7326542201287524,0.7613039053613788,0.6078152432105717,0.4887513690996474,0.40314304041051957,0.4020259575815131,0.5284090909090909,0.38368580060422963,0.44968175556927753,0.4506564562868112,0.44580072446434327,0.4376318509989158,0.15129818830756106,0.1387276062137356,0.20304910698581838,0.35734536518158916,0.4501493386431517,0.577766637423236,0.46275778595037476,0.6269451269451269,0.0067453625632377745,0.0,0.47596223255276765,0.013071895424836602,0.1382488479262673
6.0,0.7325442669011033,0.7614183045037008,0.6075949034519773,0.48874763008167343,0.42591404746632455,0.4083570750237417,0.5284090909090909,0.4195619335347432,0.4533795658575975,0.4459822782956198,0.46135029791875004,0.4479782146429202,0.15582557767896857,0.14095391501753138,0.20205983838499997,0.3646075099349746,0.4537050206229554,0.5666123574382754,0.47528979097807367,0.6294021294021294,0.0067453625632377745,0.0035587188612099642,0.4873242283371351,0.008714596949891068,0.12903225806451615
7.0,0.732574793505646,0.7614750713710732,0.6086421643254137,0.4887711007390461,0.4284797947402181,0.4153213042101931,0.5340909090909091,0.41125377643504535,0.46479124115327974,0.4600592118339976,0.46514764860251034,0.4724587252092106,0.14885329798442845,0.13531968048705598,0.20217617120101813,0.30791250713593354,0.46508320295832745,0.5672390023812507,0.48820352869978123,0.6313131313131313,0.008431703204047219,0.0035587188612099642,0.47379666791788183,0.010893246187363835,0.14285714285714285
8.0,0.7324399477609072,0.7616032806241938,0.6088816548990292,0.4888074653786339,0.42751763951250804,0.4108895220006331,0.5170454545454545,0.40709969788519634,0.4640573789958675,0.46223728671709086,0.46795939172377476,0.4812754071446782,0.15047849375728758,0.13709998883346267,0.200295895944345,0.30999798107678694,0.46451429384155873,0.5768893345030706,0.49318933010567484,0.6363636363636362,0.008431703204047219,0.0,0.48131839574971846,0.008714596949891068,0.14746543778801843
9.0,0.7325736801792471,0.7611348717370626,0.6090897797021507,0.488796047820603,0.418216805644644,0.4146881924659702,0.5284090909090909,0.402190332326284,0.45776373913456514,0.45338480369080125,0.47214880729427383,0.4617537548643038,0.14904019213329223,0.13512141481939519,0.19862203504058404,0.31844461536008023,0.45825629355710423,0.5747587416969544,0.5022624645035147,0.6276276276276276,0.008431703204047219,0.0,0.48310859584789073,0.006535947712418301,0.12442396313364057
